schema,query,actual_output,generated_sql_query,is_match
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",List names of conductors in descending order of years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC;,SELECT Name FROM conductor ORDER BY Year_of_Work DESC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","What are the names of conductors, sorted descending by the number of years they have worked?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC;,SELECT Name FROM conductor ORDER BY Year_of_Work DESC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",List the name of the conductor with the most years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1;,SELECT name FROM conductor ORDER BY year_of_work DESC LIMIT 1;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What is the name of the conductor who has worked the greatest number of years?,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1;,SELECT name FROM conductor ORDER BY year_of_work DESC LIMIT 1;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Show the names of conductors and the orchestras they have conducted.,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID;","SELECT T1.Name,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID;",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the names of conductors as well as the corresonding orchestras that they have conducted?,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID;","SELECT T1.Name,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID;",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Show the names of conductors that have conducted more than one orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1;,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID HAVING COUNT(*)  >  1;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the names of conductors who have conducted at more than one orchestra?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1;,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID HAVING COUNT(*)  >  1;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Show the name of the conductor that has conducted the most number of orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1;,SELECT T2.Name FROM orchestra AS T1 JOIN conductor AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY count(*) DESC LIMIT 1;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What is the name of the conductor who has conducted the most orchestras?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1;,SELECT T2.Name FROM orchestra AS T1 JOIN conductor AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T1.Conductor_ID ORDER BY count(*) DESC LIMIT 1;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Please show the name of the conductor that has conducted orchestras founded after 2008.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008;,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE T2.Year_of_Founded  >  2008;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the names of conductors who have conducted orchestras founded after the year 2008?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008;,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE T2.Year_of_Founded  >  2008;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Please show the different record companies and the corresponding number of orchestras.,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company;","SELECT Record_Company,  COUNT(*) FROM orchestra GROUP BY Record_Company;",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",How many orchestras does each record company manage?,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company;","SELECT Record_Company,  COUNT(*) FROM orchestra GROUP BY Record_Company;",False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Please show the record formats of orchestras in ascending order of count.,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC;,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY count(*) ASC;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","What are the major record formats of orchestras, sorted by their frequency?",SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC;,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) DESC;,False
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",List the record company shared by the most number of orchestras.,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What is the record company used by the greatest number of orchestras?,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",List the names of orchestras that have no performance.,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the orchestras that do not have any performances?,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance);,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",Show the record companies shared by orchestras founded before 2003 and after 2003.,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003;,SELECT Record_Company FROM orchestra WHERE YEAR_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE YEAR_of_Founded  >  2003;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
",What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003;,SELECT Record_Company FROM orchestra WHERE YEAR_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE YEAR_of_Founded  >  2003;,True
"CREATE TABLE conductor (Conductor_ID INT, Name TEXT, Age INT, Nationality TEXT, Year_of_Work INT);
CREATE TABLE orchestra (Orchestra_ID INT, Orchestra TEXT, Conductor_ID INT, Record_Company TEXT, Year_of_Founded INT, Major_Record_Format TEXT);
CREATE TABLE performance (Performance_ID INT, Orchestra_ID INT, Type TEXT, Date TEXT, Official_ratings_(millions) INT, Weekly_rank TEXT, Share TEXT);
CREATE TABLE show (Show_ID INT, Performance_ID INT, If_first_show TEXT, Result TEXT, Attendance INT);
","Find the number of orchestras whose record format is ""CD"" or ""DVD"".","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD"";","SELECT count(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD"";",True
